Frame,Timestamp,Time_sec,X,Y,Width,Height,dT,dX,dY,Velocity,Tracking_Mode,Is_Lost,Continuous_Count,Total_Loss_Count,Error_X,Error_Y,Servo_X,Servo_Y,Servo_Offset,Chassis_Linear_X,Chassis_Angular_Z,Chassis_Compensation,Frame_Time_ms,FPS,CSRT_Active
10,2026-03-11 17:46:22.744,7.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,495.16,2.02,0
20,2026-03-11 17:46:28.184,12.5252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,558.59,1.79,0
30,2026-03-11 17:46:33.822,18.1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,503.96,1.98,0
40,2026-03-11 17:46:38.921,23.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,490.78,2.04,0
50,2026-03-11 17:46:43.686,28.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,471.59,2.12,0
60,2026-03-11 17:46:48.734,33.0752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,461.19,2.17,0
70,2026-03-11 17:46:53.499,37.8408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,473.05,2.11,0
80,2026-03-11 17:46:58.265,42.6068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,469.2,2.13,0
90,2026-03-11 17:47:02.991,47.3321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,472.53,2.12,0
100,2026-03-11 17:47:09.100,53.4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,833.17,1.2,0
110,2026-03-11 17:47:14.224,58.5651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,482.0,2.07,0
120,2026-03-11 17:47:19.065,63.4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,479.84,2.08,0
130,2026-03-11 17:47:24.978,69.3197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,0,0.0,0.0,1500,1500,0.0,0.0,0.0,0.0,581.88,1.72,0
140,2026-03-11 17:47:27.797,72.1384,336.28,266.98,58.88,58.88,0.1034,1.17,-3.31,33.92,LAB,0,7,0,16.28,26.98,1489,1562,-11,0.576,-0.183,0.0,6.83,146.34,0
150,2026-03-11 17:47:28.859,73.2008,400.44,230.74,68.86,68.86,0.108,35.18,-8.71,335.63,LAB,0,17,0,80.44,-9.26,1428,1638,-72,0.575,-0.94,-0.864,5.16,193.81,0
160,2026-03-11 17:47:29.925,74.2658,433.2,229.72,105.11,105.11,0.1081,-4.73,5.65,68.19,LAB,0,27,0,113.2,-10.28,1120,1528,-380,0.544,-2.982,-2.0,6.17,162.02,0
170,2026-03-11 17:47:30.985,75.326,376.12,240.41,121.08,121.08,0.104,25.36,-5.94,250.36,LAB,0,37,0,56.12,0.41,984,1518,-516,0.482,-2.41,-2.0,6.16,162.36,0
180,2026-03-11 17:47:32.514,76.8553,389.87,251.77,118.24,118.24,0.5694,-25.82,4.42,46.01,LAB,0,47,0,69.87,11.77,843,1452,-657,0.475,-2.685,-2.0,471.51,2.12,0
190,2026-03-11 17:47:33.431,77.772,82.75,244.3,100.79,100.79,0.1079,-9.75,-8.86,122.04,LAB,0,57,0,-237.25,4.3,985,1520,-515,0.441,-0.325,-2.0,4.12,242.64,0
200,2026-03-11 17:47:34.492,78.8334,346.46,279.72,142.9,142.9,0.104,21.53,15.06,252.55,LAB,0,67,0,26.46,39.72,1049,1540,-451,0.415,-2.068,-2.0,5.43,184.1,0
210,2026-03-11 17:47:35.556,79.8974,216.93,220.99,151.18,151.18,0.1038,-23.23,-1.98,224.58,LAB,0,77,0,-103.07,-19.01,1088,1609,-412,0.523,-1.339,-2.0,5.38,185.98,0
220,2026-03-11 17:47:36.620,80.9613,302.38,248.94,150.27,150.27,0.1078,13.9,19.74,223.97,LAB,0,87,0,-17.62,8.94,1187,1534,-313,0.519,-1.712,-2.0,5.31,188.21,0
230,2026-03-11 17:47:37.684,82.0253,418.66,229.61,127.64,127.64,0.1076,-48.55,-7.55,456.55,LAB,0,97,0,98.66,-10.39,935,1512,-565,0.514,-3.064,-2.0,5.28,189.56,0
240,2026-03-11 17:47:39.000,83.3412,341.87,247.94,39.96,39.96,0.521,-4.8,5.61,14.17,LAB,0,107,0,21.87,7.94,890,1492,-610,0.48,-2.248,-2.0,445.13,2.25,0
250,2026-03-11 17:47:39.688,84.0289,234.86,175.13,40.93,40.93,0.0367,-30.34,-12.38,893.65,LAB,0,113,0,-85.14,-64.87,856,1497,-644,0.623,-1.595,-2.0,11.93,83.85,0
260,2026-03-11 17:47:40.472,84.8137,458.87,208.06,50.5,50.5,0.0751,6.08,-1.54,83.48,LAB,0,123,0,138.87,-31.94,800,1395,-700,0.581,-3.117,-2.0,5.3,188.75,0
270,2026-03-11 17:47:41.328,85.6693,337.79,236.7,80.18,80.18,0.1027,-39.11,-4.19,383.08,LAB,0,133,0,17.79,-3.3,800,1409,-700,0.481,-2.378,-2.0,8.96,111.66,0
280,2026-03-11 17:47:42.387,86.7285,315.11,250.84,55.63,55.63,0.1078,0.4,-5.92,55.04,LAB,0,143,0,-4.89,10.84,899,1454,-601,0.441,-1.853,-2.0,4.24,235.74,0
290,2026-03-11 17:47:43.453,87.7942,313.2,250.82,44.19,44.19,0.1082,8.4,-5.62,93.38,LAB,0,153,0,-6.8,10.82,960,1467,-540,0.453,-1.843,-2.0,5.71,174.98,0
300,2026-03-11 17:47:44.976,89.3172,335.43,227.0,30.14,30.14,0.5688,4.63,-2.23,9.04,LAB,0,163,0,15.43,-13.0,966,1467,-534,0.519,-2.052,-2.0,468.88,2.13,0
310,2026-03-11 17:47:45.907,90.248,309.46,241.6,24.08,24.08,0.1171,-6.75,-0.99,58.23,LAB,0,173,0,-10.54,1.6,859,1467,-641,0.485,-2.046,-2.0,5.31,188.3,0
320,2026-03-11 17:47:46.961,91.3026,351.8,229.75,27.82,27.82,0.1082,2.72,-1.62,29.23,LAB,0,183,0,31.8,-10.25,827,1467,-673,0.516,-2.281,-2.0,5.9,169.49,0
330,2026-03-11 17:47:48.026,92.3674,345.05,238.07,40.6,40.6,0.1074,6.84,2.41,67.54,LAB,0,193,0,25.05,-1.93,800,1467,-700,0.5,-2.225,-2.0,10.84,92.25,0
340,2026-03-11 17:47:49.085,93.4264,285.5,256.71,48.53,48.53,0.1041,-18.8,-3.75,184.1,LAB,0,203,0,-34.5,16.71,813,1498,-687,0.438,-1.896,-2.0,5.69,175.82,0
350,2026-03-11 17:47:50.148,94.489,324.77,227.13,59.38,59.38,0.1053,-13.99,-4.65,139.99,LAB,0,213,0,4.77,-12.87,828,1507,-672,0.518,-2.113,-2.0,4.36,229.38,0
360,2026-03-11 17:47:51.687,96.0287,369.53,224.85,62.49,62.49,0.5805,-4.87,3.76,10.59,LAB,0,223,0,49.53,-15.15,800,1452,-700,0.539,-2.413,-2.0,480.02,2.08,0
370,2026-03-11 17:47:52.596,96.9372,380.05,290.59,87.39,87.39,0.1083,0.76,5.59,52.08,LAB,0,233,0,60.05,50.59,800,1433,-700,0.375,-2.51,-2.0,8.16,122.54,0
380,2026-03-11 17:47:53.657,97.9988,329.93,248.06,79.04,79.04,0.1097,23.05,4.35,213.8,LAB,0,243,0,9.93,8.06,885,1477,-615,0.473,-1.864,-2.0,5.96,167.81,0
390,2026-03-11 17:47:54.721,99.0627,248.29,243.03,79.45,79.45,0.1077,-29.83,16.19,314.99,LAB,0,253,0,-71.71,3.03,848,1465,-652,0.509,-1.659,-2.0,5.82,171.85,0
400,2026-03-11 17:47:55.785,100.1261,332.68,254.66,93.35,93.35,0.1199,-47.14,-1.6,393.55,LAB,0,263,0,12.68,14.66,811,1487,-689,0.45,-2.379,-2.0,5.26,189.96,0
410,2026-03-11 17:47:56.702,101.0437,326.1,201.48,84.15,84.15,0.0823,35.66,0.96,433.72,LAB,0,273,0,6.1,-38.52,1025,1474,-475,0.584,-1.766,-2.0,5.52,181.18,0
420,2026-03-11 17:47:57.959,102.3007,435.93,220.05,76.98,76.98,0.5396,0.98,33.07,61.32,LAB,0,283,0,115.93,-19.95,833,1313,-667,0.606,-2.919,-2.0,467.49,2.14,0
430,2026-03-11 17:47:58.706,103.0469,386.69,63.09,70.06,70.06,0.0664,11.36,-9.72,225.29,CSRT,0,289,0,66.69,-176.91,800,1200,-700,0.695,-2.568,-2.0,55.91,17.89,1
440,2026-03-11 17:48:01.906,106.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,1,0.0,0.0,800,1200,0.0,0.0,0.0,0.0,473.05,2.11,0
450,2026-03-11 17:48:07.261,111.6021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,1,0.0,0.0,800,1200,0.0,0.0,0.0,0.0,558.75,1.79,0
460,2026-03-11 17:48:13.320,117.6615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,1,0,1,0.0,0.0,800,1200,0.0,0.0,0.0,0.0,564.78,1.77,0
470,2026-03-11 17:48:14.195,118.5368,282.51,237.72,750.86,750.86,0.0733,5.09,0.04,69.53,LAB,0,10,1,-37.49,-2.28,949,1212,-551,0.496,-1.606,-2.0,14.81,67.51,0
480,2026-03-11 17:48:15.084,119.4255,300.75,238.14,775.51,775.51,0.5151,1.65,0.04,3.2,LAB,0,20,1,-19.25,-1.86,1018,1222,-482,0.495,-1.775,-2.0,483.74,2.07,0
490,2026-03-11 17:48:15.891,120.2327,295.96,268.15,729.8,729.8,0.1205,6.45,-0.76,53.9,LAB,0,30,1,-24.04,28.15,1277,1263,-223,0.415,-1.675,-2.0,20.47,48.86,0
500,2026-03-11 17:48:17.423,121.7646,222.61,237.65,589.31,589.31,0.1542,1.94,1.31,15.18,LAB,0,40,1,-97.39,-2.35,1320,1293,-180,0.5,-1.286,-2.0,6.4,156.23,0
510,2026-03-11 17:48:18.741,123.0821,469.19,226.16,490.19,490.19,0.0672,-30.06,40.5,750.78,LAB,0,49,1,149.19,-13.84,1231,1213,-269,0.584,-3.163,-2.0,23.96,41.73,0
520,2026-03-11 17:48:19.503,123.8441,348.76,272.87,701.61,701.61,0.0694,2.44,37.66,544.11,LAB,0,59,1,28.76,32.87,1084,1266,-416,0.444,-2.305,-2.0,40.11,24.93,0
530,2026-03-11 17:48:20.330,124.6714,432.74,242.44,525.89,525.89,0.1075,-15.18,-33.67,343.75,LAB,0,69,1,112.74,2.44,829,1343,-671,0.448,-2.987,-2.0,17.31,57.76,0
540,2026-03-11 17:48:21.922,126.2638,380.26,212.73,671.92,671.92,0.5759,2.93,7.81,14.49,LAB,0,79,1,60.26,-27.27,800,1224,-700,0.584,-2.559,-2.0,534.82,1.87,0
